ID,NL,MR,ALIGNMENT,MONOTONIC
299,quale è la popolazione media per chilometro quadrato in us,answer(density_1(countryid(usa))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'ε'), ('media', 'density_1'), ('per', 'ε'), ('chilometro', 'ε'), ('quadrato', 'ε'), ('in', 'ε'), ('us', 'countryid(usa)')",1
300,quale è la più grande città americana in uno stato con un fiume,answer(largest(city(loc_2(state(loc_1(river(all))))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('più', 'ε'), ('grande', 'largest'), ('città', 'city'), ('americana', 'ε'), ('in', 'loc_2'), ('uno', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('un', 'ε'), ('fiume', 'river(all)')",1
301,quale è la più grande capitale in usa,answer(largest(capital(city(loc_2(countryid(usa)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('più', 'ε'), ('grande', 'largest'), ('capitale', 'capital'), ('ε', 'city'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
302,quale è la città più grande in arizona,answer(largest(city(loc_2(stateid(arizona))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('arizona', 'stateid(arizona)')",0
303,quale è la città più grande in georgia,answer(largest(city(loc_2(stateid(georgia))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('georgia', 'stateid(georgia)')",0
304,quale è la città più grande in kansas,answer(largest(city(loc_2(stateid(kansas))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('kansas', 'stateid(kansas)')",0
305,quale è la città più grande in louisiana,answer(largest(city(loc_2(stateid(louisiana))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('louisiana', 'stateid(louisiana)')",0
306,quale è la città più grande in nebraska,answer(largest(city(loc_2(stateid(nebraska))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('nebraska', 'stateid(nebraska)')",0
307,quale è la città più grande in oregon,answer(largest(city(loc_2(stateid(oregon))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('oregon', 'stateid(oregon)')",0
308,quale è la città più grande in texas,answer(largest(city(loc_2(stateid(texas))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
309,quale è la città più grande nello stato più piccolo,answer(largest(city(loc_2(smallest(state(all)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('nello', 'loc_2'), ('stato', 'state(all)'), ('più', 'ε'), ('piccolo', 'smallest')",0
310,quale è la città più grande in usa,answer(largest(city(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
311,quale è la città più grande in usa,answer(largest(city(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
312,quale è la città più grande in usa,answer(largest(city(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
313,quale è la città più grande in wyoming,answer(largest(city(loc_2(stateid(wyoming))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('wyoming', 'stateid(wyoming)')",0
314,quale è il fiume più grande in illinois,answer(longest(river(loc_2(stateid(illinois))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('grande', 'longest'), ('in', 'loc_2'), ('illinois', 'stateid(illinois)')",0
315,quale è lo stato più grande,answer(largest(state(all))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')",0
316,quale è lo stato più grande in usa continentale,answer(largest(state(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)'), ('continentale', 'ε')",0
317,quale è lo stato più grande in usa,answer(largest(state(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
318,quale è la capitale dello stato più grande in usa,answer(capital(city(loc_2(largest(state(loc_2(countryid(usa)))))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('ε', 'city'), ('dello', 'loc_2'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
319,quale è la capitale della california,answer(capital(loc_2(stateid(california)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('della', 'loc_2'), ('california', 'stateid(california)')",1
320,quale è la capitale del colorado,answer(capital(loc_2(stateid(colorado)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('colorado', 'stateid(colorado)')",1
321,quale è la capitale della georgia,answer(capital(loc_2(stateid(georgia)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('della', 'loc_2'), ('georgia', 'stateid(georgia)')",1
322,quale è la capitale delle hawaii,answer(capital(loc_2(stateid(hawaii)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('delle', 'loc_2'), ('hawaii', 'stateid(hawaii)')",1
323,quale è la capitale dell illinois,answer(capital(loc_2(stateid(illinois)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dell', 'loc_2'), ('illinois', 'stateid(illinois)')",1
324,quale è la capitale dell indiana,answer(capital(loc_2(stateid(indiana)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dell', 'loc_2'), ('indiana', 'stateid(indiana)')",1
325,quale è la capitale dell iowa,answer(capital(loc_2(stateid(iowa)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dell', 'loc_2'), ('iowa', 'stateid(iowa)')",1
326,quale è la capitale del maine,answer(capital(loc_2(stateid(maine)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('maine', 'stateid(maine)')",1
327,quale è la capitale del maryland,answer(capital(loc_2(stateid(maryland)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('maryland', 'stateid(maryland)')",1
328,quale è la capitale del massachusetts,answer(capital(loc_2(stateid(massachusetts)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('massachusetts', 'stateid(massachusetts)')",1
329,quale è la capitale del michigan,answer(capital(loc_2(stateid(michigan)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('michigan', 'stateid(michigan)')",1
330,quale è la capitale del new hampshire,answer(capital(loc_2(stateid(new hampshire)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('new', 'stateid(new hampshire)'), ('hampshire', 'ε')",1
331,quale è la capitale del new jersey,answer(capital(loc_2(stateid(new jersey)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('new', 'stateid(new jersey)'), ('jersey', 'ε')",1
332,quale è la capitale di new york,answer(capital(loc_2(stateid(new york)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('di', 'loc_2'), ('new', 'stateid(new york)'), ('york', 'ε')",1
333,quale è la capitale del north dakota,answer(capital(loc_2(stateid(north dakota)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('north', 'stateid(north dakota)'), ('dakota', 'ε')",1
334,quale è la capitale dell ohio,answer(capital(loc_2(stateid(ohio)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dell', 'loc_2'), ('ohio', 'stateid(ohio)')",1
335,quale è la capitale della pennsylvania,answer(capital(loc_2(stateid(pennsylvania)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('della', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",1
336,quale è la capitale degli stati che hanno città chiamate durham,"answer(capital(loc_2(state(loc_1(city(cityid(durham, _)))))))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('degli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('hanno', 'loc_1'), ('città', 'city'), ('chiamate', 'ε'), ('durham', 'cityid(durham, _)')",1
337,quale è la capitale del texas,answer(capital(loc_2(stateid(texas)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('texas', 'stateid(texas)')",1
338,quale è la capitale dello stato dell alabama,answer(capital(loc_2(stateid(alabama)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'ε'), ('dell', 'ε'), ('alabama', 'stateid(alabama)')",1
339,quale è la capitale dello stato della florida,answer(capital(loc_2(stateid(florida)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'ε'), ('della', 'ε'), ('florida', 'stateid(florida)')",1
340,quale è la capitale dello stato più grande,answer(capital(loc_2(largest(state(all))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')",0
341,quale è la capitale dello stato più piccolo,answer(capital(loc_2(smallest(state(all))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state(all)'), ('più', 'ε'), ('piccolo', 'smallest')",0
342,quale è la capitale dello stato del texas,answer(capital(loc_2(stateid(texas)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'ε'), ('del', 'ε'), ('texas', 'stateid(texas)')",1
343,quale è la capitale dello stato che confina con più stati,answer(capital(loc_2(most(state(next_to_2(state(all))))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('più', 'most'), ('stati', 'state(all)')",0
344,quale è la capitale dello stato che confina con lo stato che confina con il texas,answer(capital(loc_2(state(next_to_2(state(next_to_2(stateid(texas)))))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
345,quale è la capitale dello stato con la più alta elevazione,answer(capital(loc_2(state(loc_1(highest(place(all))))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('la', 'ε'), ('più', 'ε'), ('alta', 'highest'), ('elevazione', 'place(all)')",1
346,quale è la capitale dello stato con il picco più alto,answer(capital(loc_2(state(loc_1(highest(place(all))))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('picco', 'place(all)'), ('più', 'ε'), ('alto', 'highest')",0
347,quale è la capitale dello stato con la più grande popolazione,answer(capital(loc_2(largest_one(population_1(state(all)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('più', 'ε'), ('grande', 'largest_one'), ('popolazione', 'population_1')",0
348,quale è la capitale dello stato con la più grande densità di popolazione,answer(capital(loc_2(largest_one(density_1(state(all)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('più', 'ε'), ('grande', 'largest_one'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε')",0
349,quale è la capitale dello stato con il fiume più lungo,answer(capital(loc_2(state(loc_1(longest(river(all))))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('lungo', 'longest')",0
350,quale è la capitale dello stato con più abitanti,answer(capital(loc_2(largest_one(population_1(state(all)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('stato', 'state(all)'), ('con', 'ε'), ('più', 'largest_one'), ('abitanti', 'population_1')",0
351,quale è la capitale dello utah,answer(capital(loc_2(stateid(utah)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('dello', 'loc_2'), ('utah', 'stateid(utah)')",1
352,quale è la capitale del vermont,answer(capital(loc_2(stateid(vermont)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('del', 'loc_2'), ('vermont', 'stateid(vermont)')",1
353,quale è la capitale di washington,answer(capital(loc_2(stateid(washington)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('di', 'loc_2'), ('washington', 'stateid(washington)')",1
354,quale è la città in texas con la popolazione più grande,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('in', 'loc_2'), ('texas', 'stateid(texas)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
355,quale è la città con la più piccola popolazione,answer(smallest_one(population_1(city(all)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city(all)'), ('con', 'ε'), ('la', 'ε'), ('più', 'ε'), ('piccola', 'smallest_one'), ('popolazione', 'population_1')",0
356,quale è la area combinata di tutti i cinquanta stati,answer(sum(area_1(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('area', 'area_1'), ('combinata', 'sum'), ('di', 'ε'), ('tutti', 'ε'), ('i', 'ε'), ('cinquanta', 'ε'), ('stati', 'state(all)')",0
357,quale è la popolazione combinata di tutti i cinquanta stati,answer(sum(population_1(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('combinata', 'sum'), ('di', 'ε'), ('tutti', 'ε'), ('i', 'ε'), ('cinquanta', 'ε'), ('stati', 'state(all)')",0
358,quale è la densità di popolazione del texas,answer(density_1(stateid(texas))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('texas', 'stateid(texas)')",1
359,quale è la densità di popolazione di new york,answer(density_1(stateid(new york))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('di', 'ε'), ('new', 'stateid(new york)'), ('york', 'ε')",1
360,quale è la elevazione della death valley,answer(elevation_1(placeid(death valley))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('elevazione', 'elevation_1'), ('della', 'ε'), ('death', 'placeid(death valley)'), ('valley', 'ε')",1
361,quale è la elevazione del picco più alto in usa,answer(elevation_1(highest(place(loc_2(countryid(usa)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('elevazione', 'elevation_1'), ('del', 'ε'), ('picco', 'place'), ('più', 'ε'), ('alto', 'highest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
362,quale è la altezza del mount mckinley,answer(elevation_1(placeid(mount mckinley))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('altezza', 'elevation_1'), ('del', 'ε'), ('mount', 'placeid(mount mckinley)'), ('mckinley', 'ε')",1
363,quale è la altezza della montagna più alta in texas,answer(elevation_1(highest(mountain(loc_2(stateid(texas)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('altezza', 'elevation_1'), ('della', 'ε'), ('montagna', 'mountain'), ('più', 'ε'), ('alta', 'highest'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
364,quale è la altezza del picco più alto in usa,answer(elevation_1(highest(place(loc_2(countryid(usa)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('altezza', 'elevation_1'), ('del', 'ε'), ('picco', 'place'), ('più', 'ε'), ('alto', 'highest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
365,quale è il picco più alto del wyoming,answer(high_point_1(stateid(wyoming))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('picco', 'ε'), ('più', 'ε'), ('alto', 'high_point_1'), ('del', 'ε'), ('wyoming', 'stateid(wyoming)')",1
366,quale è il picco più alto in new mexico,answer(highest(place(loc_2(stateid(new mexico))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('picco', 'place'), ('più', 'ε'), ('alto', 'highest'), ('in', 'loc_2'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",0
367,quale è il picco più alto in south carolina,answer(highest(place(loc_2(stateid(south carolina))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('picco', 'place'), ('più', 'ε'), ('alto', 'highest'), ('in', 'loc_2'), ('south', 'stateid(south carolina)'), ('carolina', 'ε')",0
368,quale è il picco più alto in texas,answer(highest(place(loc_2(stateid(texas))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('picco', 'place'), ('più', 'ε'), ('alto', 'highest'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
