ID,NL,MR,ALIGNMENT,MONOTONIC
277,welcher staat grenzt an california,answer(state(next_to_2(stateid(california)))),"('welcher', 'answer'), ('staat', 'state'), ('grenzt', 'next_to_2'), ('an', 'ε'), ('california', 'stateid(california)')",1
278,welches ist die flaechenausdehnung von alaska,answer(area_1(stateid(alaska))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaechenausdehnung', 'area_1'), ('von', 'ε'), ('alaska', 'stateid(alaska)')",1
279,wie lautet die gesamte bevoelkerung aller staaten,answer(sum(area_1(state(all)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('gesamte', 'sum'), ('bevoelkerung', 'area_1'), ('aller', 'ε'), ('staaten', 'state(all)')",1
280,welche flaechenausdehnung hat california,answer(area_1(stateid(california))),"('welche', 'answer'), ('flaechenausdehnung', 'area_1'), ('hat', 'ε'), ('california', 'stateid(california)')",1
281,wie gross ist die flaeche von florida,answer(area_1(stateid(florida))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('florida', 'stateid(florida)')",1
282,welche flaeche hat idaho,answer(area_1(stateid(idaho))),"('welche', 'answer'), ('flaeche', 'area_1'), ('hat', 'ε'), ('idaho', 'stateid(idaho)')",1
283,wie gross ist die flaeche von maine,answer(area_1(stateid(maine))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('maine', 'stateid(maine)')",1
284,wie gross ist die flaeche von maryland in quadratkilometer,answer(area_1(stateid(maryland))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('maryland', 'stateid(maryland)'), ('in', 'ε'), ('quadratkilometer', 'ε')",1
285,was ist die flaeche new mexicos,answer(area_1(stateid(new mexico))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('new', 'stateid(new mexico)'), ('mexicos', 'ε')",1
286,welches ist die flaechenausdehnung von ohio,answer(area_1(stateid(ohio))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaechenausdehnung', 'area_1'), ('von', 'ε'), ('ohio', 'stateid(ohio)')",1
287,was ist die flaeche seattles,"answer(area_1(cityid(seattle, _)))","('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('seattles', 'cityid(seattle, _)')",1
288,welches ist die flaeche von south carolina,answer(area_1(stateid(south carolina))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('south', 'stateid(south carolina)'), ('carolina', 'ε')",1
289,wie gross ist die flaeche von texas,answer(area_1(stateid(texas))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('texas', 'stateid(texas)')",1
290,welches ist die flaeche des groessten staates,answer(area_1(largest(state(all)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('des', 'ε'), ('groessten', 'largest'), ('staates', 'state(all)')",1
291,was ist die flaeche des kleinsten staates,answer(area_1(smallest(state(all)))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('des', 'ε'), ('kleinsten', 'smallest'), ('staates', 'state(all)')",1
292,wie gross ist die flaeche des staates mit der hauptstadt albany,"answer(area_1(state(loc_1(capital(cityid(albany, _))))))","('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('des', 'ε'), ('staates', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('hauptstadt', 'capital'), ('albany', 'cityid(albany, _)')",1
293,wie gross ist die flaeche von dem staat mit der niedrigsten bevoelkerungsdichte,answer(area_1(smallest_one(density_1(state(all))))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('dem', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('niedrigsten', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')",0
294,wie gross ist die gesamte flaeche der usa,answer(area_1(state(all))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('gesamte', 'ε'), ('flaeche', 'area_1'), ('der', 'ε'), ('usa', 'state(all)')",1
295,welches ist die flaeche der staates texas,answer(area_1(stateid(texas))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('der', 'ε'), ('staates', 'ε'), ('texas', 'stateid(texas)')",1
296,welches ist die flaeche von wisconsin,answer(area_1(stateid(wisconsin))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('flaeche', 'area_1'), ('von', 'ε'), ('wisconsin', 'stateid(wisconsin)')",1
297,was ist die durchschnittliche bevoelkerung fuer die usa pro staat,answer(density_1(countryid(usa))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('durchschnittliche', 'ε'), ('bevoelkerung', 'density_1'), ('fuer', 'ε'), ('die', 'ε'), ('usa', 'countryid(usa)'), ('pro', 'ε'), ('staat', 'ε')",1
298,welches ist die durchschnittliche bevoelkerungsdichte in pennsylvania,answer(density_1(stateid(pennsylvania))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('durchschnittliche', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('in', 'ε'), ('pennsylvania', 'stateid(pennsylvania)')",1
299,wie gross ist die durchschnittliche bevoelkerung pro quadratkilometer in den vereinigten staaten,answer(density_1(countryid(usa))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('durchschnittliche', 'ε'), ('bevoelkerung', 'density_1'), ('pro', 'ε'), ('quadratkilometer', 'ε'), ('in', 'ε'), ('den', 'ε'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')",1
300,wie lautet die groesste amerikanische stadt in einem staat mit einem fluss,answer(largest(city(loc_2(state(loc_1(river(all))))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('amerikanische', 'ε'), ('stadt', 'city'), ('in', 'loc_2'), ('einem', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('einem', 'ε'), ('fluss', 'river(all)')",1
301,welches ist die groesste hauptstadt in den usa,answer(largest(capital(city(loc_2(countryid(usa)))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('hauptstadt', 'capital'), ('ε', 'city'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
302,wie lautet die groesste stadt in arizona,answer(largest(city(loc_2(stateid(arizona))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('arizona', 'stateid(arizona)')",1
303,was ist die groesste stadt georgias,answer(largest(city(loc_2(stateid(georgia))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('ε', 'loc_2'), ('georgias', 'stateid(georgia)')",1
304,wie lautet die groesste stadt von kansas,answer(largest(city(loc_2(stateid(kansas))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('von', 'loc_2'), ('kansas', 'stateid(kansas)')",1
305,welches ist die groesste stadt in louisiana,answer(largest(city(loc_2(stateid(louisiana))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('louisiana', 'stateid(louisiana)')",1
306,welches ist die groesste stadt in nebraska,answer(largest(city(loc_2(stateid(nebraska))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('nebraska', 'stateid(nebraska)')",1
307,welches ist die groesste stadt in oregon,answer(largest(city(loc_2(stateid(oregon))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('oregon', 'stateid(oregon)')",1
308,wie lautet die groesste stadt in texas,answer(largest(city(loc_2(stateid(texas))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
309,was ist die groesste stadt in dem kleinsten staat,answer(largest(city(loc_2(smallest(state(all)))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('dem', 'ε'), ('kleinsten', 'smallest'), ('staat', 'state(all)')",1
310,welches ist die groesste stadt der usa,answer(largest(city(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('der', 'loc_2'), ('usa', 'countryid(usa)')",1
311,was ist die groesste stadt in den usa,answer(largest(city(loc_2(countryid(usa))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
312,welcher ist die groesste stadt der usa,answer(largest(city(loc_2(countryid(usa))))),"('welcher', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('der', 'loc_2'), ('usa', 'countryid(usa)')",1
313,welches ist die groesste stadt in wyoming,answer(largest(city(loc_2(stateid(wyoming))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('wyoming', 'stateid(wyoming)')",1
314,welches ist der groesste fluss in illinois,answer(longest(river(loc_2(stateid(illinois))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('groesste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('illinois', 'stateid(illinois)')",1
315,wie lautet der groesste staat,answer(largest(state(all))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('staat', 'state(all)')",1
316,welches ist der groesste staat auf dem us festland,answer(largest(state(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('staat', 'state'), ('auf', 'loc_2'), ('dem', 'ε'), ('us', 'countryid(usa)'), ('festland', 'ε')",1
317,wie lautet der groesste staat in den usa,answer(largest(state(loc_2(countryid(usa))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('staat', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
318,wie lautet die hauptstadt des groessten staates in den usa,answer(capital(city(loc_2(largest(state(loc_2(countryid(usa)))))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('ε', 'city'), ('des', 'loc_2'), ('groessten', 'largest'), ('staates', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
319,wie lautet die hauptstadt von california,answer(capital(loc_2(stateid(california)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('california', 'stateid(california)')",1
320,welches ist die hauptstadt von colorado,answer(capital(loc_2(stateid(colorado)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('colorado', 'stateid(colorado)')",1
321,was ist die hauptstadt georgias,answer(capital(loc_2(stateid(georgia)))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('ε', 'loc_2'), ('georgias', 'stateid(georgia)')",1
322,welches ist die hauptstadt von hawaii,answer(capital(loc_2(stateid(hawaii)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('hawaii', 'stateid(hawaii)')",1
323,wie lautet die hauptstadt von illinois,answer(capital(loc_2(stateid(illinois)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('illinois', 'stateid(illinois)')",1
324,was ist die hauptstadt von indiana,answer(capital(loc_2(stateid(indiana)))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('indiana', 'stateid(indiana)')",1
325,welches ist die hauptstadt von iowa,answer(capital(loc_2(stateid(iowa)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('iowa', 'stateid(iowa)')",1
326,wie heisst die hauptstadt von maine,answer(capital(loc_2(stateid(maine)))),"('wie', 'answer'), ('heisst', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('maine', 'stateid(maine)')",1
327,wie lautet die hauptstadt von maryland,answer(capital(loc_2(stateid(maryland)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('maryland', 'stateid(maryland)')",1
328,wie lautet die hauptstadt von massachusetts,answer(capital(loc_2(stateid(massachusetts)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('massachusetts', 'stateid(massachusetts)')",1
329,welches ist die hauptstadt von michigan,answer(capital(loc_2(stateid(michigan)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('michigan', 'stateid(michigan)')",1
330,wie lautet die hauptstadt von new hampshire,answer(capital(loc_2(stateid(new hampshire)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('new', 'stateid(new hampshire)'), ('hampshire', 'ε')",1
331,wie lautet die hauptstadt von new jersey,answer(capital(loc_2(stateid(new jersey)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('new', 'stateid(new jersey)'), ('jersey', 'ε')",1
332,welches ist die hauptstadt von new york,answer(capital(loc_2(stateid(new york)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('new', 'stateid(new york)'), ('york', 'ε')",1
333,wie lautet die hauptstadt von north dakota,answer(capital(loc_2(stateid(north dakota)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('north', 'stateid(north dakota)'), ('dakota', 'ε')",1
334,wie lautet die hauptstadt von ohio,answer(capital(loc_2(stateid(ohio)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('ohio', 'stateid(ohio)')",1
335,welches ist die hauptstadt von pennsylvania,answer(capital(loc_2(stateid(pennsylvania)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",1
336,wie lauten die hauptstaedte der staaten welche staedte mit dem namen durham haben,"answer(capital(loc_2(state(loc_1(city(cityid(durham, _)))))))","('wie', 'answer'), ('lauten', 'ε'), ('die', 'ε'), ('hauptstaedte', 'capital'), ('der', 'loc_2'), ('staaten', 'state'), ('welche', 'loc_1'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('durham', 'cityid(durham, _)'), ('haben', 'ε')",1
337,welches ist die hauptstadt von texas,answer(capital(loc_2(stateid(texas)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('texas', 'stateid(texas)')",1
338,welches ist die hauptstadt des staates alabama,answer(capital(loc_2(stateid(alabama)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('staates', 'ε'), ('alabama', 'stateid(alabama)')",1
339,wie lautet die hauptstadt von florida state,answer(capital(loc_2(stateid(florida)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('florida', 'stateid(florida)'), ('state', 'ε')",1
340,wie lautet die hauptstadt des groessten staates,answer(capital(loc_2(largest(state(all))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('groessten', 'largest'), ('staates', 'state(all)')",1
341,welches ist die hauptstadt des kleinsten staates,answer(capital(loc_2(smallest(state(all))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('kleinsten', 'smallest'), ('staates', 'state(all)')",1
342,kannst du mir die hauptstadt von texas nennen,answer(capital(loc_2(stateid(texas)))),"('kannst', 'ε'), ('du', 'ε'), ('mir', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('texas', 'stateid(texas)'), ('nennen', 'answer')",0
343,was ist die hauptstadt des staates der die meisten staaten angrenzt,answer(capital(loc_2(most(state(next_to_2(state(all))))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('staates', 'state(all)'), ('der', 'ε'), ('die', 'ε'), ('meisten', 'most'), ('staaten', 'state'), ('angrenzt', 'next_to_2')",0
344,was ist die hauptstadt des staates der an den staat der texas angrenzt,answer(capital(loc_2(state(next_to_2(state(next_to_2(stateid(texas)))))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('staates', 'state'), ('der', 'ε'), ('an', 'next_to_2'), ('den', 'ε'), ('staat', 'state'), ('der', 'ε'), ('texas', 'stateid(texas)'), ('angrenzt', 'next_to_2')",0
345,was ist die hauptstadt des staates mit der groesten hoehe,answer(capital(loc_2(state(loc_1(highest(place(all))))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('ε', 'loc_2'), ('des', 'ε'), ('staates', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('groesten', 'highest'), ('hoehe', 'place(all)')",1
346,wie lautet die hauptstadt des staats mit der hoechsten erhebung,answer(capital(loc_2(state(loc_1(highest(place(all))))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('staats', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('hoechsten', 'highest'), ('erhebung', 'place(all)')",1
347,wie lautet die hauptstadt des staat mit den meisten einwohnern,answer(capital(loc_2(largest_one(population_1(state(all)))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('staat', 'state(all)'), ('mit', 'ε'), ('den', 'ε'), ('meisten', 'largest_one'), ('einwohnern', 'population_1')",0
348,wie lautet die hauptstadt des staat mit dem groessten bevoelkerungsdichte,answer(capital(loc_2(largest_one(density_1(state(all)))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('staat', 'state(all)'), ('mit', 'ε'), ('dem', 'ε'), ('groessten', 'largest_one'), ('bevoelkerungsdichte', 'density_1')",0
349,welches ist die hauptstadt des staates mit dem laengsten fluss,answer(capital(loc_2(state(loc_1(longest(river(all))))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('staates', 'state'), ('mit', 'loc_1'), ('dem', 'ε'), ('laengsten', 'longest'), ('fluss', 'river(all)')",1
